dataset,model,dim,seed,method,roc_auc,pr_auc,n_test
Wild,bge-base-en-v1.5,768,4,A3_rsfi_svd_whitened_k20,0.791403125,0.7876650375598337,1600
Wild,bge-base-en-v1.5,768,4,B1_discriminant_mean_raw,0.86432734375,0.8296432837847341,1600
Wild,bge-base-en-v1.5,768,4,B1b_discriminant_mean_whitened,0.8237234375000001,0.8116599676013673,1600
Wild,bge-base-en-v1.5,768,4,B2_contrastive_svd_raw_k20,0.7965890625000001,0.7955004905777803,1600
Wild,bge-base-en-v1.5,768,4,B2b_contrastive_svd_whitened_k20,0.82447578125,0.8129395012623604,1600
Wild,bge-base-en-v1.5,768,4,C1_logreg_raw,0.8732789062499999,0.8460334250981717,1600
Wild,bge-base-en-v1.5,768,4,C1b_logreg_whitened,0.81518828125,0.8004125415554405,1600
Wild,bge-large-en-v1.5,1024,0,A1_naive_cosine_raw,0.75721875,0.7425773504082096,1600
Wild,bge-large-en-v1.5,1024,0,A1b_cosine_whitened,0.8496375,0.8417696462170791,1600
Wild,bge-large-en-v1.5,1024,0,A2_rsfi_svd_raw_k20,0.7726539062500001,0.7786497520783022,1600
Wild,bge-large-en-v1.5,1024,0,A3_rsfi_svd_whitened_k20,0.7781140625,0.7833049681007076,1600
Wild,bge-large-en-v1.5,1024,0,B1_discriminant_mean_raw,0.878059375,0.8520168220647167,1600
Wild,bge-large-en-v1.5,1024,0,B1b_discriminant_mean_whitened,0.8452875000000001,0.8386983811540318,1600
Wild,bge-large-en-v1.5,1024,0,B2_contrastive_svd_raw_k20,0.81074296875,0.8158607398373712,1600
Wild,bge-large-en-v1.5,1024,0,B2b_contrastive_svd_whitened_k20,0.8252757812500001,0.8197626517571928,1600
Wild,bge-large-en-v1.5,1024,0,C1_logreg_raw,0.883390625,0.8627787644075591,1600
Wild,bge-large-en-v1.5,1024,0,C1b_logreg_whitened,0.8406828125,0.8404893573221124,1600
Wild,bge-large-en-v1.5,1024,1,A1_naive_cosine_raw,0.77459375,0.7567657062374544,1600
Wild,bge-large-en-v1.5,1024,1,A1b_cosine_whitened,0.829215625,0.8349692975737544,1600
Wild,bge-large-en-v1.5,1024,1,A2_rsfi_svd_raw_k20,0.8006632812500001,0.8009315164861621,1600
Wild,bge-large-en-v1.5,1024,1,A3_rsfi_svd_whitened_k20,0.78954921875,0.801198298062381,1600
Wild,bge-large-en-v1.5,1024,1,B1_discriminant_mean_raw,0.8696125,0.8400790096621646,1600
Wild,bge-large-en-v1.5,1024,1,B1b_discriminant_mean_whitened,0.82085390625,0.8294030430743791,1600
Wild,bge-large-en-v1.5,1024,1,B2_contrastive_svd_raw_k20,0.8224140625,0.8186995570586927,1600
Wild,bge-large-en-v1.5,1024,1,B2b_contrastive_svd_whitened_k20,0.827334375,0.8315932417308638,1600
Wild,bge-large-en-v1.5,1024,1,C1_logreg_raw,0.8792171875,0.8564931567786498,1600
Wild,bge-large-en-v1.5,1024,1,C1b_logreg_whitened,0.81047421875,0.8207701673948926,1600
Wild,bge-large-en-v1.5,1024,2,A1_naive_cosine_raw,0.7671281249999999,0.7553102885004607,1600
Wild,bge-large-en-v1.5,1024,2,A1b_cosine_whitened,0.825640625,0.8139582448603961,1600
Wild,bge-large-en-v1.5,1024,2,A2_rsfi_svd_raw_k20,0.78683203125,0.785555185952818,1600
Wild,bge-large-en-v1.5,1024,2,A3_rsfi_svd_whitened_k20,0.795915625,0.8039014995757726,1600
Wild,bge-large-en-v1.5,1024,2,B1_discriminant_mean_raw,0.8707625,0.8430262435650377,1600
Wild,bge-large-en-v1.5,1024,2,B1b_discriminant_mean_whitened,0.8207421874999999,0.8112363718240054,1600
Wild,bge-large-en-v1.5,1024,2,B2_contrastive_svd_raw_k20,0.8207546875,0.8156522013872083,1600
Wild,bge-large-en-v1.5,1024,2,B2b_contrastive_svd_whitened_k20,0.8295203124999999,0.8283361114310439,1600
Wild,bge-large-en-v1.5,1024,2,C1_logreg_raw,0.879740625,0.8582030302640887,1600
Wild,bge-large-en-v1.5,1024,2,C1b_logreg_whitened,0.8110265625,0.80342944426448,1600
Wild,bge-large-en-v1.5,1024,3,A1_naive_cosine_raw,0.7667359375,0.7585235176286961,1600
Wild,bge-large-en-v1.5,1024,3,A1b_cosine_whitened,0.8449921874999999,0.825893135072793,1600
Wild,bge-large-en-v1.5,1024,3,A2_rsfi_svd_raw_k20,0.7757406250000001,0.7714222084235798,1600
Wild,bge-large-en-v1.5,1024,3,A3_rsfi_svd_whitened_k20,0.7880546875000001,0.7843713512704973,1600
Wild,bge-large-en-v1.5,1024,3,B1_discriminant_mean_raw,0.865446875,0.8402919727492223,1600
Wild,bge-large-en-v1.5,1024,3,B1b_discriminant_mean_whitened,0.8468453125000001,0.8272125759407177,1600
Wild,bge-large-en-v1.5,1024,3,B2_contrastive_svd_raw_k20,0.81555859375,0.8028875490422475,1600
Wild,bge-large-en-v1.5,1024,3,B2b_contrastive_svd_whitened_k20,0.8347546875,0.8173360113313834,1600
Wild,bge-large-en-v1.5,1024,3,C1_logreg_raw,0.8766625,0.8532117360926879,1600
Wild,bge-large-en-v1.5,1024,3,C1b_logreg_whitened,0.8385734375,0.8247938485976138,1600
Wild,bge-large-en-v1.5,1024,4,A1_naive_cosine_raw,0.7712140625,0.7546671599039187,1600
Wild,bge-large-en-v1.5,1024,4,A1b_cosine_whitened,0.82916640625,0.8099906210000638,1600
Wild,bge-large-en-v1.5,1024,4,A2_rsfi_svd_raw_k20,0.7835289062499999,0.7792669629550137,1600
Wild,bge-large-en-v1.5,1024,4,A3_rsfi_svd_whitened_k20,0.8051406249999999,0.7985305369884084,1600
Wild,bge-large-en-v1.5,1024,4,B1_discriminant_mean_raw,0.8757343750000002,0.8476164743898736,1600
Wild,bge-large-en-v1.5,1024,4,B1b_discriminant_mean_whitened,0.8279171875,0.8124657254929903,1600
Wild,bge-large-en-v1.5,1024,4,B2_contrastive_svd_raw_k20,0.8008648437500001,0.8004802752073809,1600
Wild,bge-large-en-v1.5,1024,4,B2b_contrastive_svd_whitened_k20,0.8379203124999999,0.8223185897764154,1600
Wild,bge-large-en-v1.5,1024,4,C1_logreg_raw,0.8828203125,0.8566293553007485,1600
Wild,bge-large-en-v1.5,1024,4,C1b_logreg_whitened,0.82182421875,0.8056876648205741,1600
XSTest,all-mpnet-base-v2,768,0,A1_naive_cosine_raw,0.789659486996157,0.8142502061182426,301
XSTest,all-mpnet-base-v2,768,0,A1b_cosine_whitened,0.8971757976584145,0.8860855106286,301
XSTest,all-mpnet-base-v2,768,0,A2_rsfi_svd_raw_k20,0.8638841719545983,0.8435845151720262,301
XSTest,all-mpnet-base-v2,768,0,A3_rsfi_svd_whitened_k20,0.8196442935025471,0.7456517118047199,301
XSTest,all-mpnet-base-v2,768,0,B1_discriminant_mean_raw,0.8154437393868978,0.8274823967129286,301
XSTest,all-mpnet-base-v2,768,0,B1b_discriminant_mean_whitened,0.8957011350433461,0.8845152160346732,301
XSTest,all-mpnet-base-v2,768,0,B2_contrastive_svd_raw_k20,0.8658057020287783,0.8386984099070778,301
XSTest,all-mpnet-base-v2,768,0,B2b_contrastive_svd_whitened_k20,0.8689784609884706,0.8032437203258488,301
XSTest,all-mpnet-base-v2,768,0,C1_logreg_raw,0.8861381714183573,0.8749278477596508,301
XSTest,all-mpnet-base-v2,768,0,C1b_logreg_whitened,0.8915899544195192,0.8802381791825555,301
XSTest,all-mpnet-base-v2,768,1,A1_naive_cosine_raw,0.7344266690499599,0.784640493416127,301
XSTest,all-mpnet-base-v2,768,1,A1b_cosine_whitened,0.8934221110018769,0.8769608294154221,301
XSTest,all-mpnet-base-v2,768,1,A2_rsfi_svd_raw_k20,0.8098132094020914,0.8004701213655045,301
XSTest,all-mpnet-base-v2,768,1,A3_rsfi_svd_whitened_k20,0.7563231745464296,0.6748418935628782,301
XSTest,all-mpnet-base-v2,768,1,B1_discriminant_mean_raw,0.7628474394494593,0.7879282871665452,301
XSTest,all-mpnet-base-v2,768,1,B1b_discriminant_mean_whitened,0.8945392796496558,0.8771088899739254,301
XSTest,all-mpnet-base-v2,768,1,B2_contrastive_svd_raw_k20,0.8148181249441416,0.7746155747197725,301
XSTest,all-mpnet-base-v2,768,1,B2b_contrastive_svd_whitened_k20,0.8069532576637769,0.7307578669763725,301
XSTest,all-mpnet-base-v2,768,1,C1_logreg_raw,0.8187058718384127,0.829905766143425,301
XSTest,all-mpnet-base-v2,768,1,C1b_logreg_whitened,0.892349629100009,0.8736294363047293,301
XSTest,all-mpnet-base-v2,768,2,A1_naive_cosine_raw,0.7553400661363839,0.7844931089764879,301
XSTest,all-mpnet-base-v2,768,2,A1b_cosine_whitened,0.9022253999463759,0.8817023989947947,301
XSTest,all-mpnet-base-v2,768,2,A2_rsfi_svd_raw_k20,0.8527571722227187,0.8422814258903033,301
XSTest,all-mpnet-base-v2,768,2,A3_rsfi_svd_whitened_k20,0.7817946197157923,0.7324134669261206,301
XSTest,all-mpnet-base-v2,768,2,B1_discriminant_mean_raw,0.7757172222718741,0.7704885091141855,301
XSTest,all-mpnet-base-v2,768,2,B1b_discriminant_mean_whitened,0.9007507373313075,0.8786477561328833,301
XSTest,all-mpnet-base-v2,768,2,B2_contrastive_svd_raw_k20,0.8492716060416481,0.8042524161864392,301
XSTest,all-mpnet-base-v2,768,2,B2b_contrastive_svd_whitened_k20,0.8421664134417731,0.7959690078417663,301
XSTest,all-mpnet-base-v2,768,2,C1_logreg_raw,0.8527124854768076,0.8220434178030106,301
XSTest,all-mpnet-base-v2,768,2,C1b_logreg_whitened,0.8983823397980158,0.875044393469112,301
XSTest,all-mpnet-base-v2,768,3,A1_naive_cosine_raw,0.7583340781124318,0.7764759221334089,301
XSTest,all-mpnet-base-v2,768,3,A1b_cosine_whitened,0.9141567611046564,0.8882008783459749,301
XSTest,all-mpnet-base-v2,768,3,A2_rsfi_svd_raw_k20,0.8708999910626507,0.828376585305706,301
XSTest,all-mpnet-base-v2,768,3,A3_rsfi_svd_whitened_k20,0.7891679327911342,0.6945058951352493,301
XSTest,all-mpnet-base-v2,768,3,B1_discriminant_mean_raw,0.7772365716328536,0.7837378882794935,301
XSTest,all-mpnet-base-v2,768,3,B1b_discriminant_mean_whitened,0.9152739297524354,0.8888194931448994,301
XSTest,all-mpnet-base-v2,768,3,B2_contrastive_svd_raw_k20,0.8843060148359996,0.8175046705111506,301
XSTest,all-mpnet-base-v2,768,3,B2b_contrastive_svd_whitened_k20,0.8434176423272857,0.760694053346058,301
XSTest,all-mpnet-base-v2,768,3,C1_logreg_raw,0.8589686299043703,0.8393405661690081,301
XSTest,all-mpnet-base-v2,768,3,C1b_logreg_whitened,0.9142908213423899,0.8866701335805087,301
XSTest,all-mpnet-base-v2,768,4,A1_naive_cosine_raw,0.7712038609348467,0.8011482119074579,301
XSTest,all-mpnet-base-v2,768,4,A1b_cosine_whitened,0.8793457860398606,0.8655992200522811,301
XSTest,all-mpnet-base-v2,768,4,A2_rsfi_svd_raw_k20,0.834167485923675,0.8169072728846434,301
XSTest,all-mpnet-base-v2,768,4,A3_rsfi_svd_whitened_k20,0.79515595674323,0.7228187097523568,301
XSTest,all-mpnet-base-v2,768,4,B1_discriminant_mean_raw,0.7943515953168291,0.8096934440511783,301
XSTest,all-mpnet-base-v2,768,4,B1b_discriminant_mean_whitened,0.878630798105282,0.8634802413913553,301
XSTest,all-mpnet-base-v2,768,4,B2_contrastive_svd_raw_k20,0.8130753418536062,0.7841053243020942,301
XSTest,all-mpnet-base-v2,768,4,B2b_contrastive_svd_whitened_k20,0.8338546787022968,0.7753253076459198,301
XSTest,all-mpnet-base-v2,768,4,C1_logreg_raw,0.854455268567343,0.8534877954754422,301
XSTest,all-mpnet-base-v2,768,4,C1b_logreg_whitened,0.876977388506569,0.8610667729901292,301
XSTest,bge-base-en-v1.5,768,0,A1_naive_cosine_raw,0.8087854142461346,0.8035907896794567,301
XSTest,bge-base-en-v1.5,768,0,A1b_cosine_whitened,0.8916346411654302,0.8665620601756767,301
XSTest,bge-base-en-v1.5,768,0,A2_rsfi_svd_raw_k20,0.8459201000983108,0.823461273039654,301
XSTest,bge-base-en-v1.5,768,0,A3_rsfi_svd_whitened_k20,0.7429171507730807,0.6686912206495174,301
XSTest,bge-base-en-v1.5,768,0,B1_discriminant_mean_raw,0.8092322817052463,0.7953010456490899,301
XSTest,bge-base-en-v1.5,768,0,B1b_discriminant_mean_whitened,0.8894003038698722,0.8614798310469283,301
XSTest,bge-base-en-v1.5,768,0,B2_contrastive_svd_raw_k20,0.7843417642327286,0.7080167421434858,301
XSTest,bge-base-en-v1.5,768,0,B2b_contrastive_svd_whitened_k20,0.8125391009026722,0.7491220966236756,301
XSTest,bge-base-en-v1.5,768,0,C1_logreg_raw,0.870140316382161,0.8428504906440691,301
XSTest,bge-base-en-v1.5,768,0,C1b_logreg_whitened,0.8860041111806238,0.8556945535599259,301
XSTest,bge-base-en-v1.5,768,1,A1_naive_cosine_raw,0.7466261506837073,0.7677543629485315,301
XSTest,bge-base-en-v1.5,768,1,A1b_cosine_whitened,0.8682187863079811,0.8455722702553958,301
XSTest,bge-base-en-v1.5,768,1,A2_rsfi_svd_raw_k20,0.7927428724640271,0.7932703832565662,301
XSTest,bge-base-en-v1.5,768,1,A3_rsfi_svd_whitened_k20,0.6977835374028064,0.6393829794951461,301
XSTest,bge-base-en-v1.5,768,1,B1_discriminant_mean_raw,0.7384037894360532,0.7512563124138455,301
XSTest,bge-base-en-v1.5,768,1,B1b_discriminant_mean_whitened,0.8677719188488694,0.8456507635150694,301
XSTest,bge-base-en-v1.5,768,1,B2_contrastive_svd_raw_k20,0.7463580302082402,0.6816597019761448,301
XSTest,bge-base-en-v1.5,768,1,B2b_contrastive_svd_whitened_k20,0.7733488247385825,0.7067501486514576,301
XSTest,bge-base-en-v1.5,768,1,C1_logreg_raw,0.7990437036375011,0.8002290095454424,301
XSTest,bge-base-en-v1.5,768,1,C1b_logreg_whitened,0.8641076056841541,0.8408683042710254,301
XSTest,bge-base-en-v1.5,768,2,A1_naive_cosine_raw,0.7794262221825006,0.7791890848632397,301
XSTest,bge-base-en-v1.5,768,2,A1b_cosine_whitened,0.8774689427115917,0.858403468873618,301
XSTest,bge-base-en-v1.5,768,2,A2_rsfi_svd_raw_k20,0.8321565823576726,0.8219561543941918,301
XSTest,bge-base-en-v1.5,768,2,A3_rsfi_svd_whitened_k20,0.6963535615336491,0.6509712829668517,301
XSTest,bge-base-en-v1.5,768,2,B1_discriminant_mean_raw,0.782286173920815,0.7681197628787095,301
XSTest,bge-base-en-v1.5,768,2,B1b_discriminant_mean_whitened,0.8774689427115918,0.8573144871797818,301
XSTest,bge-base-en-v1.5,768,2,B2_contrastive_svd_raw_k20,0.7568594154973636,0.716316078494239,301
XSTest,bge-base-en-v1.5,768,2,B2b_contrastive_svd_whitened_k20,0.7628027527035481,0.7148391089603655,301
XSTest,bge-base-en-v1.5,768,2,C1_logreg_raw,0.8408704978103495,0.8145871894284821,301
XSTest,bge-base-en-v1.5,768,2,C1b_logreg_whitened,0.8753686656537671,0.854718571687698,301
XSTest,bge-base-en-v1.5,768,3,A1_naive_cosine_raw,0.787737956921977,0.786702023186849,301
XSTest,bge-base-en-v1.5,768,3,A1b_cosine_whitened,0.8751005451783,0.847537710388353,301
XSTest,bge-base-en-v1.5,768,3,A2_rsfi_svd_raw_k20,0.8400214496380374,0.8081978906604064,301
XSTest,bge-base-en-v1.5,768,3,A3_rsfi_svd_whitened_k20,0.7089105371346859,0.6248300289855384,301
XSTest,bge-base-en-v1.5,768,3,B1_discriminant_mean_raw,0.773482884976316,0.7672365500590196,301
XSTest,bge-base-en-v1.5,768,3,B1b_discriminant_mean_whitened,0.8749217981946555,0.8471362885388654,301
XSTest,bge-base-en-v1.5,768,3,B2_contrastive_svd_raw_k20,0.7831799088390383,0.7031509352776446,301
XSTest,bge-base-en-v1.5,768,3,B2b_contrastive_svd_whitened_k20,0.7782196800428992,0.7024903674058117,301
XSTest,bge-base-en-v1.5,768,3,C1_logreg_raw,0.8418089194744839,0.8226938337419903,301
XSTest,bge-base-en-v1.5,768,3,C1b_logreg_whitened,0.8724193404236303,0.8430715869450416,301
XSTest,bge-base-en-v1.5,768,4,A1_naive_cosine_raw,0.7867101617660202,0.7973711348538727,301
XSTest,bge-base-en-v1.5,768,4,A1b_cosine_whitened,0.8333631244972742,0.8278077059617839,301
XSTest,bge-base-en-v1.5,768,4,A2_rsfi_svd_raw_k20,0.7992224506211457,0.7698706347275615,301
XSTest,bge-base-en-v1.5,768,4,A3_rsfi_svd_whitened_k20,0.7178925730628296,0.6568547906279467,301
XSTest,bge-base-en-v1.5,768,4,B1_discriminant_mean_raw,0.7839395835195281,0.7824054921805039,301
XSTest,bge-base-en-v1.5,768,4,B1b_discriminant_mean_whitened,0.8302797390294038,0.8246653685655354,301
XSTest,bge-base-en-v1.5,768,4,B2_contrastive_svd_raw_k20,0.705961211904549,0.622432449668815,301
XSTest,bge-base-en-v1.5,768,4,B2b_contrastive_svd_whitened_k20,0.7677182947537761,0.7033565766295681,301
XSTest,bge-base-en-v1.5,768,4,C1_logreg_raw,0.8293413173652694,0.8267346838600462,301
XSTest,bge-base-en-v1.5,768,4,C1b_logreg_whitened,0.8257663776923764,0.8201035902460649,301
XSTest,bge-large-en-v1.5,1024,0,A1_naive_cosine_raw,0.7956475109482527,0.8073473026694102,301
XSTest,bge-large-en-v1.5,1024,0,A1b_cosine_whitened,0.8927518098132093,0.884126487131583,301
XSTest,bge-large-en-v1.5,1024,0,A2_rsfi_svd_raw_k20,0.8493609795334705,0.844555183941383,301
XSTest,bge-large-en-v1.5,1024,0,A3_rsfi_svd_whitened_k20,0.7636964876217714,0.7059627228126757,301
XSTest,bge-large-en-v1.5,1024,0,B1_discriminant_mean_raw,0.8128965948699616,0.8233574618373802,301
XSTest,bge-large-en-v1.5,1024,0,B1b_discriminant_mean_whitened,0.8914112074358745,0.8810266706314626,301
XSTest,bge-large-en-v1.5,1024,0,B2_contrastive_svd_raw_k20,0.8088747877379568,0.7476679511438047,301
XSTest,bge-large-en-v1.5,1024,0,B2b_contrastive_svd_whitened_k20,0.8419429797122173,0.7911492439813391,301
XSTest,bge-large-en-v1.5,1024,0,C1_logreg_raw,0.8680847260702474,0.864846035983748,301
XSTest,bge-large-en-v1.5,1024,0,C1b_logreg_whitened,0.8905174725176512,0.8800244648810174,301
XSTest,bge-large-en-v1.5,1024,1,A1_naive_cosine_raw,0.7373759942800965,0.7767032205014048,301
XSTest,bge-large-en-v1.5,1024,1,A1b_cosine_whitened,0.8999463759049066,0.8763816554747843,301
XSTest,bge-large-en-v1.5,1024,1,A2_rsfi_svd_raw_k20,0.7830458486013048,0.7891857350708875,301
XSTest,bge-large-en-v1.5,1024,1,A3_rsfi_svd_whitened_k20,0.688890874966485,0.6291005884745496,301
XSTest,bge-large-en-v1.5,1024,1,B1_discriminant_mean_raw,0.7447046206095272,0.7760059605253758,301
XSTest,bge-large-en-v1.5,1024,1,B1b_discriminant_mean_whitened,0.8997229421753508,0.8754398207034155,301
XSTest,bge-large-en-v1.5,1024,1,B2_contrastive_svd_raw_k20,0.7491286084547323,0.6905403315916261,301
XSTest,bge-large-en-v1.5,1024,1,B2b_contrastive_svd_whitened_k20,0.7698632585575118,0.7025158486315035,301
XSTest,bge-large-en-v1.5,1024,1,C1_logreg_raw,0.7957368844400751,0.8175434896782434,301
XSTest,bge-large-en-v1.5,1024,1,C1b_logreg_whitened,0.8983376530521048,0.8731538716954012,301
XSTest,bge-large-en-v1.5,1024,2,A1_naive_cosine_raw,0.7724104030744482,0.7775375099475283,301
XSTest,bge-large-en-v1.5,1024,2,A1b_cosine_whitened,0.8812226293681295,0.8712344007151116,301
XSTest,bge-large-en-v1.5,1024,2,A2_rsfi_svd_raw_k20,0.8296094378407365,0.8091523275539049,301
XSTest,bge-large-en-v1.5,1024,2,A3_rsfi_svd_whitened_k20,0.7269639824827957,0.677101357429831,301
XSTest,bge-large-en-v1.5,1024,2,B1_discriminant_mean_raw,0.7738850656895165,0.7725636511500935,301
XSTest,bge-large-en-v1.5,1024,2,B1b_discriminant_mean_whitened,0.8816248100813299,0.8717700656580425,301
XSTest,bge-large-en-v1.5,1024,2,B2_contrastive_svd_raw_k20,0.7763428367146304,0.7109914088632168,301
XSTest,bge-large-en-v1.5,1024,2,B2b_contrastive_svd_whitened_k20,0.7889444990615784,0.7446092793344508,301
XSTest,bge-large-en-v1.5,1024,2,C1_logreg_raw,0.8261685584055768,0.8104337046689528,301
XSTest,bge-large-en-v1.5,1024,2,C1b_logreg_whitened,0.8807757619090177,0.8708566503979429,301
XSTest,bge-large-en-v1.5,1024,3,A1_naive_cosine_raw,0.7791581017070337,0.7912798397871588,301
XSTest,bge-large-en-v1.5,1024,3,A1b_cosine_whitened,0.9020466529627313,0.8886466735954639,301
XSTest,bge-large-en-v1.5,1024,3,A2_rsfi_svd_raw_k20,0.8428814013763517,0.8186907998454307,301
XSTest,bge-large-en-v1.5,1024,3,A3_rsfi_svd_whitened_k20,0.7095361515774421,0.6297678899222423,301
XSTest,bge-large-en-v1.5,1024,3,B1_discriminant_mean_raw,0.7768343909196533,0.7874197472691036,301
XSTest,bge-large-en-v1.5,1024,3,B1b_discriminant_mean_whitened,0.9009294843149521,0.8867148157241315,301
XSTest,bge-large-en-v1.5,1024,3,B2_contrastive_svd_raw_k20,0.8122709804272054,0.7338227842624896,301
XSTest,bge-large-en-v1.5,1024,3,B2b_contrastive_svd_whitened_k20,0.786978282241487,0.7050259245147164,301
XSTest,bge-large-en-v1.5,1024,3,C1_logreg_raw,0.8446241844668871,0.8451978097263464,301
XSTest,bge-large-en-v1.5,1024,3,C1b_logreg_whitened,0.8998570024130842,0.8859051167836797,301
XSTest,bge-large-en-v1.5,1024,4,A1_naive_cosine_raw,0.7774600053624096,0.7973883600941883,301
XSTest,bge-large-en-v1.5,1024,4,A1b_cosine_whitened,0.8653588345696666,0.854004685297916,301
XSTest,bge-large-en-v1.5,1024,4,A2_rsfi_svd_raw_k20,0.8128965948699616,0.798101463173171,301
XSTest,bge-large-en-v1.5,1024,4,A3_rsfi_svd_whitened_k20,0.733398873894003,0.6928887176734331,301
XSTest,bge-large-en-v1.5,1024,4,B1_discriminant_mean_raw,0.7981946554651892,0.804451020270128,301
XSTest,bge-large-en-v1.5,1024,4,B1b_discriminant_mean_whitened,0.8646885333809992,0.8533948747329687,301
XSTest,bge-large-en-v1.5,1024,4,B2_contrastive_svd_raw_k20,0.7565019215300742,0.6640953040932714,301
XSTest,bge-large-en-v1.5,1024,4,B2b_contrastive_svd_whitened_k20,0.7951559567432299,0.7541088979572443,301
XSTest,bge-large-en-v1.5,1024,4,C1_logreg_raw,0.8459647868442219,0.8448994746052197,301
XSTest,bge-large-en-v1.5,1024,4,C1b_logreg_whitened,0.8632138707659308,0.8520257621702235,301
